temp,humidity,rainfall,yield
34.0923,57.3716,39.7630,41.5835
24.4307,224.8348,80.5930,92.5927
30.2571,61.2029,21.2697,31.9526
42.2270,248.6926,90.2031,107.5082
22.4788,271.9148,33.9659,78.1096
27.3115,31.6070,86.2628,57.6462
37.6665,44.1824,80.3228,60.2978
21.8639,277.5866,49.2155,86.6842
17.3094,231.2113,92.2549,97.5625
23.6925,11.6691,27.0546,22.9689
19.8366,54.6598,41.8247,37.7953
42.8909,123.6229,38.9920,57.0879
39.2436,259.2595,20.6159,73.9329
34.0021,45.3173,32.3461,35.4371
41.1438,217.2420,79.5528,95.5680
39.1102,25.1143,82.3842,57.9480
20.5971,140.1507,75.8783,72.1484
41.7768,218.6982,61.0654,86.8054
31.1803,19.4140,67.4230,46.9484
39.2232,61.2716,63.6167,55.8296
41.8827,237.5427,38.9236,79.5352
24.5401,49.0556,48.8477,41.5970
18.3016,200.2607,81.3791,86.2322
21.8381,192.6560,27.0315,58.5984
27.8132,156.1181,22.9045,51.0198
39.5404,60.5132,71.6047,59.7671
40.8219,125.0821,82.8815,78.7038
15.2086,186.5304,66.2964,75.0168
30.3224,264.5173,77.1752,100.5878
27.5223,239.3565,93.2986,102.7773
21.6632,182.2034,67.3208,76.6000
18.5960,68.5413,53.3091,45.9416
25.1285,65.0098,94.4881,67.7845
43.2873,244.1662,67.1450,95.3919
24.6961,199.3266,33.3115,63.9299
30.5637,107.4182,71.3853,66.3454
36.0906,291.4444,75.7347,106.9834
25.9089,266.9282,20.8455,71.5811
44.1535,201.4535,52.4748,79.7741
43.8734,110.7689,90.9741,80.8029
22.5535,92.6270,81.2182,65.9005
29.9175,281.8151,35.3552,83.0158
24.0263,133.0398,42.8485,55.2401
23.5452,240.0051,69.5135,89.8214
16.1066,281.9166,88.4493,105.4399
33.2869,147.6020,85.8615,82.4372
30.0804,195.9325,38.2093,67.3153
16.5444,25.8766,71.1116,45.6944
23.3594,195.7744,62.3128,77.3191
42.2480,64.5251,48.1838,49.6713
22.1869,201.1576,42.5782,68.1767
19.3468,30.3137,57.3738,40.5537
29.6836,148.5625,62.6356,69.9354
44.5695,156.3051,87.4612,88.3625
22.2617,145.0558,76.1859,73.7826
35.1641,227.0172,24.5126,68.2090
37.8486,226.3562,33.2673,73.2595
22.1291,211.9134,37.8295,67.9362
36.8465,189.4892,35.4519,66.6777
26.0335,271.3176,42.2066,83.1769
33.9692,172.6917,50.4809,69.9695
34.0059,104.4965,21.2674,41.7348
31.0732,17.7566,25.1144,25.4305
17.7087,160.7445,69.6747,72.2988
40.0591,68.3227,65.0537,58.2091
24.6234,116.0888,85.7260,73.4678
20.5956,14.9838,91.6261,54.9885
16.2233,192.2630,74.8770,80.7581
32.7268,266.0068,49.6002,87.8195
35.3269,97.5423,75.7950,68.0040
15.4976,241.4629,63.4022,84.6430
30.3628,37.8915,90.7295,62.0519
21.7949,216.9414,87.8363,93.8449
34.3552,23.9281,83.0169,56.6006
20.2310,77.5893,68.7790,55.9767
35.7281,108.0724,32.8242,48.7450
26.6021,47.0365,77.7248,56.2503
43.1019,55.3492,85.9125,66.9566
19.1256,209.6777,76.3185,85.8325
25.2320,28.7303,63.9220,45.2767
18.4042,280.1722,75.8278,99.4696
42.7408,230.5088,47.4614,82.6547
41.3202,107.0201,30.5158,49.0580
22.7382,188.6282,45.3526,67.2234
34.7995,215.8248,84.5300,95.8698
39.5167,178.3453,87.1989,91.1235
31.6560,185.4772,35.0443,64.1144
30.8895,274.7907,26.5630,77.5065
22.2556,264.3282,27.3475,73.2160
17.7931,274.1415,60.9288,90.6306
41.9165,265.5633,40.0278,85.7015
42.0125,205.6180,52.0782,79.7665
33.9930,147.5266,60.9121,70.1593
25.1709,146.2151,24.2847,48.9366
25.4763,231.4684,79.1941,93.5336
36.7787,277.1863,33.4554,83.1986
41.9133,26.4178,53.8541,44.7846
41.6126,263.0479,85.3466,107.7667
38.3963,254.9035,81.6664,103.3328
34.2609,26.2770,86.6446,58.8560
17.5242,196.9641,73.3727,81.3364
19.8489,291.5671,37.6442,83.0902
41.9566,255.4972,49.7604,88.5666
33.1929,18.8528,27.5754,27.5161
15.2759,277.5560,47.9572,84.0726
18.0441,51.9255,20.3697,25.9832
34.9051,21.7427,60.6889,45.1645
15.1518,68.3518,23.8825,30.1571
19.8242,144.9716,28.2726,49.0779
31.4620,244.5676,63.6830,90.1936
35.7569,80.1357,24.9397,39.2241
34.5588,117.0756,71.7825,69.6741
21.7281,42.3235,70.5577,50.2620
36.3654,87.4654,88.6334,72.7194
22.1175,270.6211,55.1443,88.3316
24.7620,204.2380,94.4763,95.5144
37.3947,202.1772,89.1396,96.2237
34.4890,74.9521,52.3862,51.5302
40.4767,43.8645,43.6643,42.7481
34.7284,266.2284,56.6507,91.9895
32.0493,283.0940,55.3633,93.9152
17.8102,16.0747,32.0368,24.5764
26.0315,159.0486,80.1470,79.6927
22.9561,131.9460,27.2377,46.8949
22.3197,221.5210,28.7072,65.3537
44.1903,90.5385,63.3806,63.0551
26.7929,186.1733,37.2210,63.8830
41.7614,24.7748,86.3474,60.6571
33.9342,246.8862,94.8602,106.9876
38.8443,71.6091,31.6179,41.7841
30.0791,94.1778,90.4071,73.0629
32.3071,113.4729,79.1173,71.9454
29.7755,61.9847,48.3991,45.5292
20.8573,242.6694,59.9902,84.7862
36.6736,20.6023,49.3645,39.8048
23.4232,280.0598,58.5538,92.3158
15.7295,279.1778,58.5951,89.8519
34.3642,248.2087,76.9316,98.4168
20.3133,285.6437,69.7368,98.0911
43.2138,228.3426,25.8183,71.5418
43.6179,168.7746,42.3624,68.0215
42.4459,216.4865,26.2869,69.1745
26.1048,1.1850,52.0412,34.0890
15.4637,205.6272,56.2429,73.8860
42.8496,12.6081,46.7037,38.7283
27.8455,266.2951,33.4142,78.3198
43.9996,268.9578,47.6434,90.8132
43.9086,34.2960,71.7646,55.9141
40.5903,203.8889,29.1802,67.5450
23.8335,200.4431,59.3591,76.9182
26.5529,149.4245,72.3540,74.0278
40.5341,7.5071,35.4612,31.3923
24.5077,34.2310,89.1088,58.7529
20.0848,197.7827,30.1732,60.6685
31.7040,158.8854,31.8470,57.2118
43.0846,13.8769,29.3558,30.3787
35.8809,155.2670,79.9494,81.7924
32.1018,254.7709,27.2087,74.1891
17.9153,267.1406,57.9291,87.7673
33.4502,209.0963,86.5751,95.1419
44.7016,198.7933,62.6685,84.5034
19.2025,230.7320,47.2146,75.5144
30.5499,40.0242,54.0154,44.1775
41.3212,57.0586,21.9539,34.7850
37.2231,145.7206,57.5873,69.1047
35.9105,135.3068,87.5445,81.6067
36.0745,55.3082,85.5823,64.6751
25.7847,203.4777,25.2267,61.0443
23.8078,222.3258,56.7934,80.0042
39.2808,81.2532,27.4592,41.7645
39.3034,93.8811,64.0530,62.5938
41.0122,77.1990,54.2175,54.8522
42.3972,83.5811,70.6000,64.7354
30.3403,109.4017,57.9554,59.9601
30.0455,132.3273,52.9073,61.9327
38.9489,145.2552,46.6465,64.0589
34.4989,145.4723,24.9275,51.9079
36.0590,185.1839,71.6881,83.6985
38.8738,103.2305,33.1178,48.8671
41.7002,151.0249,81.3181,83.3741
25.1399,151.8294,44.2357,60.0257
26.2675,29.0072,71.2348,49.2991
17.8195,188.8056,93.5338,89.8739
32.3484,83.4503,53.7883,53.2887
16.0783,14.0885,77.8535,46.5679
28.9679,194.1303,79.3989,87.2159
31.2793,14.5253,22.5205,23.5491
23.5962,132.5646,60.3543,63.7690
32.7250,186.3449,44.3208,69.2469
15.9150,299.5758,53.5240,91.4517
16.1204,154.5382,42.5208,57.0042
39.6780,95.4589,60.5960,61.2932
25.8057,147.6043,87.6807,81.1029
18.8118,58.7111,23.8164,29.2940
30.6673,131.3853,36.1115,53.5330
38.0998,261.9238,86.9934,107.3114
21.4746,40.8370,25.4528,27.3362
33.6867,159.0445,47.6444,65.7371
17.5604,186.2420,38.8625,61.9478
16.5505,93.9027,33.1076,40.2995
30.9406,220.7743,40.4383,73.6562
31.2191,199.1116,63.6124,80.9943
34.1229,139.1968,92.6043,84.3784
36.7827,192.0214,51.0710,74.9746
44.2756,252.0800,53.4795,90.4384
30.4890,180.1230,49.9451,70.1439
24.6887,170.6382,91.6558,87.3621
38.8556,186.4280,29.8306,63.8576
23.1250,202.6725,42.9052,68.9246
28.1691,120.9461,22.2564,43.7682
17.3537,251.0441,45.8105,78.3202
15.7605,277.1711,40.8209,80.5728
43.8795,186.5589,38.2191,69.5852
40.0794,266.0184,36.7079,83.5815
35.8792,223.3951,45.0075,77.9465
27.2686,126.8895,38.9107,53.0138
20.1988,148.8052,24.6724,48.1569
19.6931,171.0394,39.7807,60.0062
22.5073,281.7196,93.2876,109.7399
31.4768,194.4238,90.8495,93.7526
36.4379,152.5632,73.5911,78.2395
34.8059,37.0196,34.3804,35.0359
23.3980,200.0641,63.1422,78.6033
43.6460,166.4180,83.0172,87.8860
37.1369,282.0025,28.3000,81.6916
31.6306,102.6099,59.7995,59.9109
33.3516,238.6331,43.0209,79.2426
27.5880,84.7583,50.0565,50.2563
22.4319,51.5331,60.6655,47.3690
25.6792,3.6576,55.9499,36.4102
37.7354,268.6262,88.9263,109.5090
15.4318,133.3856,59.9885,61.3009
18.4822,84.3585,71.0573,57.9450
16.3801,120.9426,61.7663,59.9857
16.2219,213.5555,50.3191,72.7372
40.6638,117.9808,35.4486,53.5196
36.1097,67.7193,26.0808,37.4172
29.2252,26.3370,70.8057,49.4378
17.9350,186.5178,27.6093,56.4887
29.7485,291.8067,26.2523,80.4120
29.2042,190.4384,88.6619,91.1798
20.1961,284.0662,92.7714,109.2578
28.0155,263.4008,65.1004,93.6350
26.9551,46.7521,22.3890,28.6314
33.4755,263.7126,77.1990,101.3847
34.0528,0.3272,58.5775,39.5700
16.3591,152.8923,78.1420,74.5572
26.2384,156.8154,51.0310,64.7501
33.7758,218.0475,75.8653,91.6749
30.0941,226.8066,79.6486,94.2138
40.6947,69.5006,60.9852,56.6012
34.7608,264.6083,92.6626,109.6812
19.8880,53.7336,43.0358,38.2310
17.1171,288.4444,90.9547,108.3014
34.2726,295.5382,23.3163,81.0476
15.7953,209.0408,80.4000,86.7468
32.5733,194.6031,62.0194,79.7023
43.2069,293.7609,45.7601,94.5943
32.2642,72.6008,25.7092,37.0540
26.6451,192.7981,71.7393,82.4228
34.2986,121.8500,70.6690,69.9941
28.7476,50.2730,74.4387,55.8982
31.3685,38.3317,75.6965,54.9251
43.2439,210.1124,28.9099,69.4506
26.5831,68.6953,84.4130,63.9205
43.8357,179.8089,31.0223,64.6237
42.1605,71.2848,62.4455,58.1279
20.8737,136.1478,79.7649,73.3742
17.0808,222.6994,94.9912,97.1597
18.0233,158.4412,34.4935,54.3420
15.5467,261.4425,41.7376,77.8213
17.8333,157.8894,42.2012,58.0285
35.4902,58.2717,73.3307,58.9668
17.1357,269.1302,58.2307,88.0821
24.5693,125.3727,49.6797,57.2852
40.3463,260.2384,90.9924,109.6477
15.6982,69.7163,63.1165,50.2110
39.4341,190.8507,82.6747,91.3377
23.4556,49.5828,92.3856,63.1461
18.5449,24.0200,57.8362,39.2856
35.9021,299.6688,87.6836,114.5462
33.8683,3.1593,79.9127,50.7487
41.3242,177.3741,94.8008,95.2725
37.0521,4.0299,53.7764,38.8098
39.1044,165.5197,21.6168,55.6437
23.4610,29.9729,28.1925,27.1291
20.3232,236.2609,76.2996,91.4989
37.5184,87.8121,80.9965,69.3162
39.2050,103.3027,47.0141,55.9291
44.7152,75.6953,28.6558,42.8815
27.3785,34.1780,73.1805,51.6394
26.1605,150.1009,67.6174,71.6770
38.2924,134.3019,24.1294,50.4128
25.2241,161.8296,61.0502,70.4583
42.9227,187.7710,38.5672,69.7146
40.7524,26.5942,28.6961,31.8926
27.8698,124.0526,33.6114,49.9771
37.5261,177.7662,35.7331,64.6776
37.6363,96.9414,32.0117,46.6850
18.0937,57.4235,33.6558,33.7407
42.0766,181.8901,60.3752,79.1886
30.1576,215.5251,23.3740,63.8393
39.7937,225.1792,42.3513,78.1496
24.6015,97.6850,28.1599,40.9974
41.8657,29.6899,66.6295,51.8124
26.6761,274.6741,91.0981,108.4867
15.3251,206.3425,23.3330,57.5325
42.1615,284.5342,87.1765,113.1435
17.7386,43.6725,77.3850,52.7486
24.5794,197.1758,60.8391,77.2285
43.5019,58.9071,91.1977,70.4308
43.5182,259.9303,36.5510,83.3170
32.2031,155.8587,23.3094,52.4874
33.9551,159.8007,78.7794,81.5364
28.4534,279.2197,29.2316,78.9957
23.7963,91.2159,82.4608,66.6125
24.8599,185.7033,88.8424,89.0198
35.1756,43.2975,38.6424,38.5334
37.5712,108.9532,84.7395,75.4318
38.7474,58.4272,60.0116,53.3155
38.6885,60.3933,46.0581,46.7143
17.7362,198.3295,40.9760,65.4747
29.8326,85.9461,78.8828,65.5804
16.7268,75.3092,69.6921,54.9259
31.4859,242.4036,83.2569,99.5550
28.2459,142.1451,66.0076,69.9066
41.6311,113.9981,46.7685,58.6732
25.5275,244.5455,47.0691,80.1019
18.5120,146.6126,88.4179,79.0851
19.2898,244.4828,70.0576,89.7123
37.8453,95.5412,83.1874,72.0556
33.5465,288.5746,77.1331,106.3454
18.0337,277.0977,35.2628,78.4611
17.5232,247.0806,54.0861,81.7161
36.0291,63.8269,26.2890,36.7186
17.1829,218.2495,82.7403,90.1749
39.6558,245.2829,61.9535,91.9301
36.1873,109.0160,88.4726,76.8957
17.4405,42.1027,32.6186,29.9620
17.5451,80.8936,89.2536,66.0690
44.5992,175.6825,86.5430,91.7877
26.2281,75.5325,32.0751,39.0125
26.1193,198.4918,77.2047,86.1365
39.3840,117.5598,55.2962,62.9753
43.4175,67.6762,39.8036,46.4623
44.5800,183.9377,89.1044,94.7137
37.6013,22.1309,79.6805,55.5469
26.2878,187.4505,32.2997,61.5263
17.5050,292.3193,91.3306,109.3807
38.3144,213.4291,59.6010,83.9806
31.7521,98.4232,61.1035,59.7621
27.7267,270.3855,70.2249,97.5075
42.1906,158.3535,51.5354,70.0956
18.3359,158.5172,47.7192,61.0638
29.7788,113.4951,76.9616,70.1134
15.3406,15.6634,56.8042,36.1370
29.0598,80.9868,63.3629,56.5967
16.6891,245.4909,46.7592,77.4845
18.5645,77.9223,64.4296,53.3686
18.5258,123.7103,69.5011,65.0503
34.4763,190.1976,38.6988,67.7318
37.3813,84.7259,89.1473,72.7332
32.5011,243.5513,58.3107,87.6159
43.8652,269.6159,47.8011,90.9833
26.2461,18.5078,72.2659,47.7083
23.5714,172.3773,90.4650,86.7794
41.0580,104.8280,60.8570,63.7115
21.7079,166.2993,44.8401,62.1923
43.8967,164.0471,69.7677,80.8623
15.3646,2.9950,89.1228,49.7698
44.0964,194.5380,33.5349,68.9040
16.2948,64.7759,60.0765,47.8818
41.7343,167.7366,36.6202,64.3777
30.8310,268.6147,59.9856,92.9650
44.7889,57.6865,78.2325,64.0902
17.2139,81.0483,80.2540,61.5008
31.6156,19.0950,22.7006,24.6540
44.0791,147.5227,42.5770,64.0168
30.6929,261.0295,35.3413,79.0844
33.8820,163.4422,41.6932,63.6996
35.8725,105.7446,54.7021,59.2617
28.6362,271.7450,25.2640,75.5719
33.8267,159.6808,56.8378,70.5031
32.5294,292.1097,75.0083,105.6849
42.0347,225.0681,57.2672,86.2576
16.3634,273.4000,68.8146,93.9963
23.4289,194.4933,78.2767,85.0657
43.5123,296.8078,89.8645,117.3475
41.7079,157.6292,83.1794,85.6279
28.6697,192.1805,83.6940,88.8840
33.6040,40.2636,43.3508,39.8093
23.3214,281.0177,46.7757,86.5878
20.6436,100.4956,41.5115,47.0480
28.9110,199.5138,84.0916,90.6218
25.6006,108.1576,48.9275,53.7754
32.5097,265.5587,20.6341,73.1817
17.3320,33.1075,26.9102,25.2762
44.2318,270.4443,29.4788,82.0978
44.5863,187.7140,24.3778,63.1076
35.9449,286.9513,64.0205,100.1840
31.0829,151.0789,25.9879,52.5346
24.2858,147.9705,68.9428,71.3512
39.4139,107.6322,38.7385,52.7198
35.5419,98.7009,78.2467,69.5261
19.8785,36.9993,66.2705,46.4986
42.3278,98.1886,87.4898,76.0810
39.6761,182.7350,54.8080,75.8538
43.4940,25.3241,49.3603,42.7932
36.7716,55.7861,44.6237,44.5005
33.4025,257.9838,33.6336,78.4343
27.5473,27.3833,45.0155,36.2486
42.9819,72.3867,20.6298,37.6868
40.9819,1.1406,88.3860,56.7157
16.3566,215.6408,93.0201,94.5452
15.7910,255.2525,87.6582,99.6169
26.2939,263.8607,25.2324,73.2765
39.3166,270.0597,30.6443,81.1291
44.6183,121.0892,82.0498,78.6282
19.5125,167.8521,57.3504,68.0994
32.8239,203.3251,24.4446,62.7345
26.4267,274.3922,44.3668,84.9899
44.0974,238.9344,47.3413,84.6868
40.2636,146.7260,68.1368,75.4927
40.1499,152.9154,24.7956,55.0259
29.0608,100.8929,87.7196,72.7566
27.4446,3.4979,26.6551,22.2605
23.2022,43.3123,48.5180,39.8821
16.6913,99.4925,22.8609,36.3363
40.9417,181.7703,64.6800,80.9766
39.3870,214.2099,87.3609,98.3385
44.9915,267.3053,85.6934,109.8052
44.8991,166.3551,54.2209,73.8512
31.6630,118.2422,36.1180,51.2063
38.0696,207.4204,35.3810,70.5955
43.3430,117.5584,30.3384,51.6838
40.4894,32.5435,61.5412,49.4261
22.4204,1.2339,35.2497,24.5978
28.5163,212.5185,54.9930,78.5551
18.8748,269.7283,92.9358,106.0760
43.6215,203.4236,30.0078,68.7751
33.1852,8.2665,45.1055,34.1616
21.8593,65.8175,78.1152,58.7789
35.1510,283.9105,49.6458,92.1503
33.5438,212.9091,62.3726,83.8313
25.7449,221.2380,22.5176,63.2298
18.4067,241.8973,27.6697,67.7363
35.1472,273.7759,60.8530,95.7259
30.6092,131.7610,24.8268,47.9484
38.1696,129.0425,84.9943,79.7565
30.6049,6.9283,83.3618,52.2480
40.5654,281.1470,20.1519,78.4750
31.5572,39.1534,24.8445,29.7201
31.8281,135.2007,78.7817,75.9794
41.2996,180.0131,72.3831,84.5840
27.1045,298.1157,26.4640,80.9865
19.0205,119.7851,35.5371,47.4317
15.8635,200.6133,40.2650,65.0142
37.6541,285.8040,62.5699,99.7420
33.6093,171.4427,43.5053,66.1240
36.1224,160.3031,36.3999,61.0973
21.3889,171.9110,42.5327,62.0652
19.0911,245.3590,92.9192,101.2588
15.4363,12.7715,48.5710,31.4707
25.5176,228.0337,73.8605,90.1923
32.6975,51.6769,51.9532,46.1212
26.7673,230.1728,26.7162,67.4228
28.1242,240.0171,28.9841,70.9327
42.1248,187.8471,53.5552,76.9844
25.4477,131.7357,81.6360,74.7994
30.4197,219.7481,39.9649,73.0580
38.5096,5.7169,60.4759,42.9342
26.8963,194.6213,68.7224,81.3543
33.6626,69.6977,90.0319,69.0543
40.8709,198.1326,54.8294,79.3025
43.4856,41.3299,45.0671,43.8452
19.4122,53.8682,65.1707,49.1827
42.7976,135.5405,42.2590,61.0769
29.7635,158.9842,48.3834,64.9176
22.7473,124.8946,50.1657,56.8860
28.7741,183.3267,51.6789,71.1370
44.4010,16.0381,30.1797,31.6177
29.7785,57.9950,27.9709,34.5180
24.8625,1.0997,50.9239,33.1407
34.0020,169.8189,25.9168,57.1228
22.2044,207.1962,54.0741,75.1376
17.2759,145.0844,90.8874,79.6433
18.8664,138.3680,63.7274,65.1972
18.8414,127.7189,20.8062,41.5993
19.5571,100.7904,56.7506,54.4005
19.1648,176.4860,28.2444,55.1688
34.2262,1.8412,55.0136,38.1429
20.4564,178.6417,93.0790,88.4047
25.3700,146.9627,91.0732,82.5402
41.9037,187.6535,51.7816,75.9926
29.2188,256.3292,89.2214,104.6422
35.0267,248.6172,24.7787,72.6208
20.1696,242.1310,31.5568,70.2555
20.7687,123.4466,34.3830,48.1114
16.2261,116.9855,24.0181,40.2740
20.0681,62.0612,66.1032,51.4843
23.3577,9.5041,63.5538,40.6850
20.3103,151.5480,63.6496,68.2275
17.6611,292.4145,39.6708,83.6166
18.6191,225.6516,69.1024,85.2672
28.8234,164.2439,23.6161,53.3039
21.1900,89.4140,37.1611,42.8203
25.9281,36.5571,91.1693,60.6745
30.1025,79.1393,21.1013,35.4093
35.7118,160.2741,29.3861,57.4614
16.1794,187.2178,92.7791,88.6869
38.9823,109.7794,80.5463,73.9237
33.8370,31.4727,73.5924,53.2418
17.4528,78.8789,91.6977,66.8605
41.2074,77.1076,33.2915,44.4295
42.6262,160.5335,54.7106,72.2498
16.8323,30.9953,33.1135,27.8055
23.3063,86.4620,75.6025,62.0855
39.1860,103.0797,83.7514,74.2475
37.4478,158.1681,84.6535,85.1947
20.5356,89.6168,52.1705,50.1693
21.2805,44.9544,79.3003,55.0252
26.1142,7.6424,91.7360,55.2307
29.5357,51.9053,66.4100,52.4468
33.5476,247.4213,83.9568,101.5270
26.0674,105.0836,78.1834,67.9287
28.8760,161.6938,43.8979,62.9505
37.4241,147.0070,88.4926,84.8750
16.1005,82.8808,83.3018,63.0572
22.5731,253.0419,38.0463,76.4035
36.4005,281.5900,25.6152,80.0458
41.8562,63.7159,58.2046,54.4023
30.3503,242.2286,35.1193,75.1105
30.9634,226.7368,56.9262,83.0995
18.2152,251.4817,85.6977,98.6098
28.4224,122.6593,25.3454,45.7313
30.9785,205.8793,30.7909,65.8649
22.2741,57.0039,32.8789,34.5225
23.0773,290.4360,82.8663,106.4435
26.3185,216.8084,26.5258,64.5201
15.6021,22.9559,43.3072,30.9254
24.6624,263.3973,22.9012,71.5288
21.3434,287.7225,77.9231,102.9091
24.8249,100.0935,68.0579,61.4951
18.5929,161.6697,33.8108,54.8172
41.7158,297.5775,37.2829,90.6717
32.8078,135.2838,28.8776,51.3379
35.3731,199.7180,58.4798,79.7954
38.6751,135.7354,27.3827,52.4410
29.9533,22.6988,32.5609,29.8062
17.6076,152.8700,57.2783,64.4954
31.1132,248.0265,75.0891,96.4838
32.6052,12.4553,41.1160,32.8306
37.3632,132.2990,36.7606,56.0491
27.9498,246.6845,76.6029,96.0233
18.8274,106.0288,38.9598,46.3339
23.5133,293.2205,71.8499,101.6230
25.8925,114.9563,58.6894,60.1037
34.3775,234.9448,57.9464,86.2754
32.1233,73.6738,56.1706,52.4571
25.6829,99.7133,25.9562,40.6257
44.5955,216.3104,92.4444,102.8629
33.1732,17.1111,55.0134,40.8809
22.1168,28.1342,51.4643,37.9940
18.0535,80.0316,27.0762,34.9604
19.5858,75.2364,50.9943,46.4202
22.3787,19.8116,75.9084,48.6301
19.8204,291.5634,35.5788,82.0482
20.5970,88.0576,70.3380,58.9596
23.5529,216.7575,76.1071,88.4709
20.2012,117.9106,66.7300,63.0075
41.9030,297.2879,93.2001,118.6285
17.4070,42.1091,52.8572,40.0725
30.7353,112.2927,43.0313,53.1948
27.3119,129.5117,22.5984,45.3951
44.4714,215.1941,38.5046,75.6326
18.3612,148.8022,72.8704,71.7040
26.9357,225.0941,42.9356,74.5673
44.0841,252.3692,43.1343,85.2662
40.9652,86.7644,73.1632,66.2241
39.5122,241.1747,63.3609,91.7691
22.7371,147.4612,52.3216,62.4742
20.1266,22.9609,24.4938,22.8771
35.0593,89.1080,30.0984,43.3886
42.8813,240.8755,54.0679,88.0734
31.7029,116.6754,64.1855,64.9387
32.1484,27.9789,49.7679,40.1243
23.3994,191.5051,37.7499,64.1958
38.0848,255.0902,83.1857,104.0363
20.6113,39.8571,73.8995,51.1046
24.7104,162.9016,87.7312,83.8590
27.7631,62.3288,88.8079,65.1987
30.2283,101.3279,69.1540,63.9111
22.2723,124.1731,49.5714,56.3020
18.4451,1.5666,55.6960,33.6949
33.3186,106.7129,24.8580,43.7671
23.6589,92.8214,28.7277,40.0258
32.4371,200.5106,39.5797,69.6231
